,Attempt ID,Q Title,Bonus?,Difficulty,Answer,Answer Match
512,33,q16 (code writing - if),False,1,"Scanner input = new Scanner(System.in);
   System.out.println(""Enter an integer:"");
   int num = input.nextInt();
   if(num/2!=0&&num>100){
 System.out.print(""good"");
 }
   else if(num/2==0&&num>80&&num<=100){
 System.out.print(""ok"");
 }
else{
 System.out.print(""unsure"");
 }
   }
}
    ",
513,34,q16 (code writing - if),False,1,"if (num != 1 && i >= 100 ) {
 System.out.println (""good"");
 }
 else if (num != && 80 < num >= 100) {
 System.out.println(""ok"");
 }
 else {
 System.out.println(""unsure"");
",
514,35,q16 (code writing - if),False,1,"System.out.println(""Enter an integer:"");
  int num = input.nextInt();
 if (num % 2 =! 0) && ( num > 100) {
 System.out.println(""good"");
 }
 else if ( num % 2 == 0) && (num > 80) && (num < 100) {
 System.out.println(""ok"") }
 else {
 System.out.println (""unsure"") }
",
515,36,q16 (code writing - if),False,1,"if(num % 2 !=0 && num > 100){
 System.print.out(""good);
 }
 else if(num % 2 == 0 && num > 80 && num >= 100){
 System.print.out(""ok"");
 }
 else{
 System.print.out(""unsure"");
 }
",
516,37,q16 (code writing - if),False,1,"System.out.println(""Enter an integer:"");
 int num = input.nextInt();
   if ( num % 2 != 0 && num > 100) {
    System.out.print(""good"");
 }
 else-if (num % 2 == 0 && num <= 100 && num > 80){
   System.out.print(""ok"");
 }
  else {
  System.out.print(""unsure"");
",
517,38,q16 (code writing - if),False,1,"if (num % 2 != 0 && num > 100) {
      System.out.println(""good"");
 }
      else if (num % 2 == 0 && 80 < num <= 100){
           System.out.println (""ok"");
      }
 else {
           System.out.println(""unsure"");
      }
",
518,39,q16 (code writing - if),False,1,"if (num % 2 == 1 && num > 100) {
     System.out.println(""good"");
 }
 else if (num % 2 == 0 && (num > 80 && num <= 100)) {
     System.out.println(""ok"");
 }
 else {
     System.out.println(""unsure"");
 }
",
520,41,q16 (code writing - if),False,1,"System.out.println(""Enter an integer:"");
 int num = input.nextInt();
 public static main String [] args {
 user input = i >= 100;
 System.out.print(""good"");
 user input = y => 100;
 System.out.print(""ok"");
 }
 else {
 System.out.print(""unsure"");
",
521,42,q16 (code writing - if),False,1,"if (num % 2 != 0 && num > 100) {
 System.out.println(""good"");
 }
 else if (num % 2 == 0 && num >= 80 && num <= 100){
 system.out.println(""ok"");
 else{
 system.out.println(""unsure"");
 }
",
522,59,q16 (code writing - if),False,1,"import java.util.Scanner;
 Scanner input = New Scanner(system.In) System.out.println(""Enter an integer: "");
 int num = input.nextInt();
 int num = 0 while( num > 100 ) {
 if (num % 3 == 0) {
 System.out.println(""Good"") }
 while (num >= 80 && num <=100) {
 if (num % 2 == 0) {
 System.out.println(""ok"")   ",
524,61,q16 (code writing - if),False,1,"public classOddEvenabove100{
 public static void main(String[] args){
 System.out.println(""80"");
 int num = input.nextInt(""even"");
  }
 }
 ",
525,62,q16 (code writing - if),False,1,"if (num % 2 != 0 && num > 100) {
       System.out.println(""good"");
 }
 else if (num % 2 == 0 && num >= 80 && num <  100) {
       System.out.println(""ok"");
 }
 else {
      System.out.println(""unsure"");
 }
 ",
526,63,q16 (code writing - if),False,1,"System.out.println(""Enter an integer:"");
 int num = input.nextInt();
 for (num == 1;
 +=2 ){
    System.out.println(""good"");
   }
 for (num == 2;
 +=2){
     System.out.println(""ok"");
   }
 else{
   System.out.println(""unsure"");
   }
 }
 }
",
527,64,q16 (code writing - if),False,1,"System.out.println(""Enter an integer:"");
 int num = input.nextInt();
 if (num % 2 == 1 && num > 100) {
       System.out.println(""good"");
 }
 else if (num % 2 == 0 && num > 80 && num <= 100) {
       System.out.println(""ok"");
 }
",
528,65,q16 (code writing - if),False,1," system.out.println(""Enter an integer: "");
 int num = input.nextInt();
 if (num % 2 == 0 && num > 80 && num <= 100){
 system.out.println(""ok"");
 }
 else if (num > 100 && num % 2 == 1){
 system.out.println(""good"");
 }
",
529,66,q16 (code writing - if),False,1,"import java.util.Scanner;
 System.out.println(""Enter an integer:"");
 input Scanner = new Scanner(System.in);
 int num = input.nextInt();
      if ( input> 100)         System.out.println(""good"");
 }
     else if(    }
     else{
         System.o   ",
530,67,q16 (code writing - if),False,1,"import java.util.Scanner;
   public static void main (String [] args){
 Scanner input= new Scanner (System.in);
 System.out.println(""Please enter an int value: "");
 int num= input.nextInt();
 if (num%2 !==0 && num>100){
 System.out.println(""good"");
 }
 else if(num%2==0 && num==80 || num <=100){
 System.out.println(""ok"");
 }
 else{
 System.out.println(""Unsure "");
 }
 }
",
531,68,q16 (code writing - if),False,1,"System.out.println(""Enter an integer: );
 int n = input.nextInt();
 if(n > 100 && n / 2 != 0){
 System.out.println(""good"");
 }
 else if( 80 < n <= 100 && n / 2 == 0){
 System.out.println(""ok);
 }
 else{
 System.out.println(""unsure"");
 }
 }
",
532,69,q16 (code writing - if),False,1,"import java.util.scanner;
 public class main{
       public Static void main(String[] args){
      Scanner in = new Scanner(System.in);
       Syste,.out.println(""Enter an integer"");
      int user = in.nextInt;
       if ( user%2 != 0 && user > 100){
      System.out.println(""good"");
      }
      else if ( user % 2 == 0 && user < 101 && user > 80 ){
      System.out.println(""ok"");
      }
      else{
      System.out.println(""usure"");
      }
 }
 }
",
533,70,q16 (code writing - if),False,1,"if(num % != 2 || num > 100){
      System.out.println(""good"");
 }
 else if(num % == 2 || num >= 80 || num <= 100){
     System.out.print(""ok"");
 }
 else{
     System.out.print(""unsure"");
 }
",
534,71,q16 (code writing - if),False,1,"if (num % 3 == 1 && num > 100){
 System.out.println(""good"");
 }
 else if (num % 2 == 0 && num > 80 && num < 100){
 System.out.println(""ok"");
 }
 else{
 return ""unsure"" ",
535,72,q16 (code writing - if),False,1,"if (num > 100 && (num % 2 == 1)) {
     System.out.println(""good"");
     }
 else if (100 >= num > 80 && (num % 2 == 0)) {
     System.out.println(""ok"");
     }
 else{
     System.out.println(""unsure"");
     }
",
537,74,q16 (code writing - if),False,1,"System.out.println(""Print even numbers between 80 and 100"");
",
538,75,q16 (code writing - if),False,1,"System.out.println(""Enter an integer:"");
 int num = input.nextInt();
 if(num>100 && num%2!=0){
      System.out.println(""good"");
 }
 else if (80<num>100 && num%2==0){
      System.out.println(""ok"");
 }
 else {
     System.out.println(""unsure"");
 }
                 ",
539,76,q16 (code writing - if),False,1,"if(num > 100){
 If(num%2 != 0){
 System.out.println(""good"");
 }
 else {
 System.out.println(""unsure"");
 }
 }
 elseif(80 < num <= 100){
 if(num%2 == 0){
 System.out.println(""ok"");
 }
 else {
 System.out.println(""unsure"");
 }
 }
 else {
 System.out.println(""unsure"");
 }
",
540,77,q16 (code writing - if),False,1,"if(num > 100) {
     if(num % 2 != 0) {
         System.out.println(""Good"");
     }
 }
 if(num > 80 && num <= 100) {
    if(num % 2 == 0) {
         System.out.println(""ok"");
   }
 }
 else{
    System.out.println(""unsure"");
 }
",
541,96,q16 (code writing - if),False,1,"if (num !/ 2 && num > 100) return system.out.print(""good"");
 else if(num/2 && num <= 100 && num >= 80) return system.out.print(""ok"") return system.out.print(""unsure"")",
542,97,q16 (code writing - if),False,1,"if(num / 2 == true && num <= 100 && num > 80){
 return ""ok"" }
 else if (num / 2 != true && num > 100){
 return ""good"" }
 else {
 return ""unsure"" }
 ",
543,98,q16 (code writing - if),False,1,"System.out.println(""Enter an integer:"");
 int num = input.nextInt();
   if (num <= 80) {
       System.out.print(""unsure"");
 }
 elseif (num > 100 && num % 2 != 0){
       System.out.print(""good"");
 }
 else if ((num > 80 && num <= 100) && num % 2 == 0){
       System.out.print(""ok"");
 }
  else {
       System.out.print(""unsure"");
 }
 ",
544,99,q16 (code writing - if),False,1,"if(num/2 ! 0 && num > 100) {
 System.out.println(""good"");
 }
 else if (num /2 = 0 && num >= 80 && num <= 100){
 System.out.println(""ok"");
 }
 else{
 System.out.println(""unsure"");
 }
",
545,100,q16 (code writing - if),False,1,"if (num % 2!= 0 && num > 100) {
 System.out.print(""good"");
 }
 else if (num % 2 == 0 && num >= 80 && num < 100 {
 System.out.print(""ok"");
 }
 else {
 System.out.print(""unsure"");
 ",
547,102,q16 (code writing - if),False,1,"here you go! $1,000,000,000",
548,103,q16 (code writing - if),False,1,"System.out.println(""Enter an integer:"");
 int num = input.nextInt();
 if(num%2==0 && num>80 && num<=100){
   System.out.println(""ok"");
}
   else if(num%2!=0 && num>100){
     System.out.println(""good"");
 }
    else{
      System.out.println(""unsure"");
}
   ",
549,104,q16 (code writing - if),False,1,if(num/,
550,105,q16 (code writing - if),False,1,"System.out.println(""Enter an integer:"");
 int num = input.nextInt();
 ",
551,106,q16 (code writing - if),False,1,"if( ( (num % 2) == 1 ) && (num > 100)){
 System.out.print(""good"");
 }
 else if( (num % 2) == 0) && (num > 80) && (num < 100) ){
 System.out.print(""ok"");
 }
 else{
 System.out.print(""unsure"");
 }
",
552,107,q16 (code writing - if),False,1,"if (num % 2 == 1 && num > 100) {
 return ""good"";
 }
 else if (num % 2 == 0 && num > 80 && num < 100) {
 return ""ok"";
 }
 else {
 return ""unsure"";
",
554,109,q16 (code writing - if),False,1,return this.true,
555,110,q16 (code writing - if),False,1,"if(num >= 100){
 return ""good"";
 }
 }
 else if {
 (num > 80 && num < 100) return ""ok"";
 }
else {
 return ""unsure"";
 }
 }
",
556,111,q16 (code writing - if),False,1,"if (num%2 != 0 && num > 100){
 System.out.print(""good"");
 }
 else if(num%2 == 0 && num > 80 && num <= 100){
 System.out.print(""ok"");
 }
 else{
 System.out.print(""unsure"");
 }
",
557,112,q16 (code writing - if),False,1,"if (num % 2 != 0 && num > 100) {
 System.out.println(""good"");
 }
 else if (num % 2 == 0 && num >= 80 && num < 100) {
 System.out.println(""ok"");
 }
 else {
 System.out.println(""unsure"");
 }
 ",
559,114,q16 (code writing - if),False,1,"if(num == odd && num > 100){
 return ""good"";
 }
 if else{
 (num == even && num > 80 && num <= 100) return ""ok"";
 }
else {
 return ""unsure"";
 }
    ",
560,173,q16 (code writing - if),False,1,"System.out.println(""Enter an integer:"");
 int num = input.nextInt();
 if(num % 3 == 0) {
     if(num > 100){
        System.out.print(""good"");
   }
 }
   else If (num % 2 == 0){
          if (80 < num <= 100){
              System.out.print(""unsure"");
   }
 }
   ",
561,174,q16 (code writing - if),False,1,"if {
(num-100)%2!=0;
 System.out.println(""good"") else {
num",
562,175,q16 (code writing - if),False,1,"if(num%3==0 && num>100){
 System.out.print(""good"");
 }
 else if(num%2==0 && num>80 && num<=100){
 System.out.print(""ok"");
 }
 else{
 System.out.print(""unsure"");
 }
",
564,177,q16 (code writing - if),False,1,"System.out.println(""Enter an integer:"");
 int num = input.nextInt();
 If ( num % 3 ==0 && num > 100) {
     System.out.println(""good"");
 }
 Else If ( num % 2 == 0 && 80 < num <= 100) {
    System.out.println(""ok"");
 }
   ",
565,178,q16 (code writing - if),False,1,"System.out.println(""Enter an integer:"");
 int num = input.nextInt();
          if ( num / 2! || num > 100){
                 System.out.println(""good"")          }
          else if (num <= 100 || num > 80){
                 System.out.println(""ok"")          }
          else{
                 System.out.println(""unsure"")         }
 ",
566,179,q16 (code writing - if),False,1,"System.out.println(""Enter an integer:"");
int  num = input.nextInt();
if (num % 2 != 0 && num > 100) {
     System.out.println(""good"");
}
 else if (num % 2 == 0 && num > 80 && num <= 100) {
    System.out.println(""ok"");
}
 else {
   System.out.println(""unsure"");
      ",
567,180,q16 (code writing - if),False,1,"if (num > 100 && num % 2 != 0){
      System.out.print(""good"");
 }
 else if ( num > 80 && num <= 100 && num % 2 == 0){
      System.out.print(""ok"");
 }
 else {
     System.out.print(""unsure"");
 }
",
568,181,q16 (code writing - if),False,1,"System.out.println(""Enter an integer:"");
 int num = input.nextInt();
 /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",
569,182,q16 (code writing - if),False,1,"if(num % 2 == 1 && num > 100){
 System.out.println(""good"");
 }
 else if(num % 2 == 0 && num <= 100 && num > 80){
 System.out.println(""ok"");
 }
 else{
 System.out.println(""unsure"");
 }
",
570,183,q16 (code writing - if),False,1,"if (num>100 && !(num%2==0){
     System.out.println(""good"")  }
 else if ((80<num&&num<=100)&&num%2==0){
     System.out.println(""ok"")  }
 else {
     System.out.println(""unsure"")  }
",
571,184,q16 (code writing - if),False,1,"if (num !%2 && num>100){
     System.out.println(""good"");
 }
else if (num%2 && num<=100 && num>80){
     System.out.println(""ok"");
 }
else{
     System.out.println(""unsure"");
 }
",
572,185,q16 (code writing - if),False,1,"if((num%2 != 0) && num > 100){
         System.out.println(""good"");
 }
 else if((num%2 == 0) && num > 80 && num <= 100){
          System.out.println(""ok"");
 }
 else{
        System.out.println(""unsure"");
 }
",
573,186,q16 (code writing - if),False,1,"if (num > 100 && num % 2 = 1) {
       System.out.print(""good"");
 }
 else if ((num > 80 && <= 100) && num % 2 = 0) {
        System.out.print(""ok"");
 }
 else {
         System.out.print(""unsure"");
 }
",
574,187,q16 (code writing - if),False,1,"System.out.println(""Enter an integer:"");
 int num = input.nextInt();
            if(num <= 100 && num % 2 != 0){
              System.out.println(""good"");
              }
            if(num <= 100 && num > 80){
             System.out.println(""ok"");
              }
else{
              System.out.println(unsure);
   ",
575,188,q16 (code writing - if),False,1,"if(num > 100 && num%2!=0) {
    System.out.print(""good"");
 }
 else if (num > 80) {
    System.out.print(""ok"");
 }
 else {
    System.out.print(""unsure"");
 }
",
576,189,q16 (code writing - if),False,1,"if(num % 2) {
     System.out.println(""Ok"");
 }
    else {
      System.out.println(""Good"");
 }
   ",
577,190,q16 (code writing - if),False,1,"System.out.println(""Enter an integer:"");
int num = input.nextInt();
   if (int i = 1;
 i < 100;
 i+3 ) {
 System.out.println(""good"");
 }
 }
 if (int i = 80;
 i <= 100;
 i+=2) {
 System.out.println(""ok"");
 }
",
578,191,q16 (code writing - if),False,1,"System.out.println(""Enter an integer:"");
 int num = input.nextInt();
 /* TODO: write the code in the box below to complete the task as describe if (num%2 == 1 && num > 100) {
     System.out.println(""good"");
 }
 else if (num%2 == 0 && (num > 80 && num <= 100)) {
     System.out.println(""ok"");
 }
 else {
 System.out.println(""unsure"");
 }
",
579,192,q16 (code writing - if),False,1,"if (num < 100 && .....){
 System.out.println(""good"");
 }
 else if (80 <= num <= 100){
 System.out.println(""ok"");
 }
 else System.out.println(""unsure"");
      ",
580,236,q16 (code writing - if),False,1,"import java.util.Scanner;
 public class posttest{
 public static void main(System[]Args ){
 Scanner input = new Scanner(System.in);
 System.out.println(""Enter an integer:"");
 int num = input.nextInt();
 if(num>100&&num%2==1){
 System.out.println(""good"");
 }
else if(num%2==0&&(num>80&&num<=100)){
 System.out.println(""ok"");
 }
else System.out.println(""unsure"");
 }
 }
",
581,237,q16 (code writing - if),False,1,"if (num % 2 == 1 && num > 100) {
       System.out.println(""good"");
 }
   else if (num % 2 == 0 && num > 80 && num <= 100) {
      System.out.println(""ok"");
 }
   else {
        System.out.println(""unsure"");
 }
 ",
582,238,q16 (code writing - if),False,1,"import java.util.Scanner;
 public static void (String[] args){
  Scanner input = new Scanner(System.in);
  System.out.println(""Enter an integer: "");
  int num = input.nextInt();
  if(num > 100){
   System.out.println(""good"");
  }
else if(num > 80 && num < 100){
   System.out.println(""ok"");
  }
else{
   System.out.println(""unsure"");
  }
 }
 ",
583,239,q16 (code writing - if),False,1,"if(num%2==1&&num>100){
      System.out.println(""good"");
 }
else if(num%2==0&&num>80&&num<=100){
      System.out.println(""ok"");
 }
else {
 System.out.println(""unsure"") }
",
584,240,q16 (code writing - if),False,1,"if( num % 2 =1 && num > 100){
 System.out.print(""Good"");
 }
 else if ( num %2 = 0 && num < 100 && num > 80){
 System.out.print(""ok"");
}
 else{
 System.out.print(""unsure"");
}
",
586,242,q16 (code writing - if),False,1,"   System.out.println(""Enter an integer:"");
 int num = input.nextInt();
 if(num%2==1 && num>100){
 System.out.println(""good"");
 }
 else if((num%2==0) && (num>80 && num<=100)){
 System.out.println(""ok"");
 }
else{
 System.out.println(""unsure"");
 }
    ",
587,243,q16 (code writing - if),False,1,"System.out.println(""Enter an integer:"");
  int num = input.nextInt();
  if (num%2!=0 && num > 100) {
  System.out.println(""good"");
  }
  if (num%2==0 && (num > 80 && num <= 100)) {
  System.out.println(""unsure"");
",
588,244,q16 (code writing - if),False,1,"if (num % 2 ==1 && num > 100){
 System.out.println(""good"");
 }
 else if (num % 2 == 0 && num >= 80 && num <100) System.out.println(""ok"");
 }
 else {
 System.out.print(""unsure"");
 }
   ",
589,245,q16 (code writing - if),False,1,"System.out.println(""Enter an integer:"");
 int num = input.nextInt();
 /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */ if(num%2 != 0 && num>100){
System.out.println(""good"");
   }
else if(num%2==0 &&   80<num<=100){
 System.out.println(""ok"");
   }
else{
 System.out.println(""unsure"");
   }
",
590,246,q16 (code writing - if),False,1,"if (num%2=1 && num>100){
    System.out.print(""good"");
}
 else if (num%2=0 && (num > 80 && num <=100)){
    System.out.print(""ok"");
}
 else {
   System.out.print(""unsure"");
}
",
593,270,q16 (code writing - if),False,1,"if (num % 2 != 0 && num > 100) {
    System.out.println(""good"");
}
 else if (num % 2 == 0 && num >= 80 && num < 100) {
    System.out.println(""ok"");
}
 else {
    System.out.println(""unsure"");
}
 ",
594,271,q16 (code writing - if),False,1,"  if (num > 100 && num %% 2 != 0) {
     system.out.println(""good"");
   }
   elseif (num <= 100 && num > 80 && num %% 2 == 0) {
     system.out.println(""ok"");
   }
 else {
     system.out.println(""unsure"");
   }
     ",
595,272,q16 (code writing - if),False,1,"if (num % 2 != 0 && num >= 100) {
   System.out.println(""good"");
}
 else if (num % 2 == 0 && num <= 100 && num > 80) {
   System.out.println(""ok"");
}
 else {
   System.out.println(""unsure"");
",
596,273,q16 (code writing - if),False,1,"if (num > 100 && num % 2 != 0) {
 System.out.println(""good"");
 }
 else if (num >= 80 && num < 100 && num % 2 == 0) {
 System.out.println(""ok"");
 }
else{
 System.out.prinln(""unsure"");
 }
",
597,274,q16 (code writing - if),False,1,"if (num % 2  != 0 && num > 100) {
  System.out.println(""good"");
}
  else if (num % 2 == 0 && num > 80 && num <= 100) {
   System.out.println(""ok"");
}
  else {
   System.out.println(""unsure"");
}
",
599,276,q16 (code writing - if),False,1,"System.out.println(""Enter an integer:"");
 int num = input.nextInt();
 if (!(num % 2 == 0) && num > 100) {
   System.out.println(""good"");
 }
 else if (num % 2 == 0) {
   if (num > 80 && num <= 100) {
     System.out.println(""ok"");
   }
 }
 else {
   System.out.println(""unsure"");
 }
",
600,277,q16 (code writing - if),False,1,"if (num % 2 != 0 && num > 100) {
   System.out.println(""good"");
 }
 else if (num % 2 == 0 && num >= 80 && num <= 100) {
   System.out.println(""ok"");
 }
 else {
   System.out.println(""unsure"");
 }
",
601,278,q16 (code writing - if),False,1,"System.out.println(""Enter an integer:"");
 int num = input.nextInt();
 if(num % 2 != 0 && num > 100){
     System.out.println(""good"");
 }
 else if(num % 2 == 0 && num >= 80 && num <= 100){
     System.out.println(""ok"");
 }
 else {
     System.out.println(""unsure"");
 }
",
602,279,q16 (code writing - if),False,1,"if (num % 2 != 0 && num > 100) {
  System.out.println(""good"");
}
 else if (num % 2 == 0 && num >= 80 && num < 100) {
  System.out.println(""ok"");
}
 else {
  System.out.println(""unsure"");
}
",
603,280,q16 (code writing - if),False,1,"if (num % 2 = 1 && num > 100) {
 System.out.println(""good"");
 }
 else if (num % 2 = 0 && num > 80 && num <= 100) {
 System.out.println(""ok"");
 }
 else {
 System.out.println(""unsure"");
 }
",
604,281,q16 (code writing - if),False,1,"if(num % 2 != 0 && num > 100) {
      System.out.println(""good"");
 }
 else if (num % 2 == 0 && num > 80 && num <= 100) {
      System.out.println(""ok"");
 }
 else {
     System.out.println(""unsure"");
 }
",
605,290,q16 (code writing - if),False,1,"if(num % 2 !=0) {
    if (num > 100) {
       System.out.print(""good');
   }
else{
       System.out.print(""unsure');
  }
 }
else{
   if (num ,= 80 && num < 100) {
      System.out.prin(""ok"");
  }
else{
       System.out.print(""unsure"");
   }
 }
",
606,291,q16 (code writing - if),False,1,"if (num % 2 != 0 && num > 100) {
 System.out.println(""good"");
 }
 else if (num % 2 == 0 && num >= 80 && num <100) {
 System.out.println(""ok"");
 }
 else {
 System.out.println(""unsure"");
 }
 ",
607,292,q16 (code writing - if),False,1,"if ( (num > 100) && (num%2 !=0) ){
          System.out.println(""good"");
 }
 else if ( (num<=100) && (num > 80) && (number%2 = 0) ){
          System.out.println(""ok"");
 }
 else {
            System.out.println(""unsure"");
 }
   ",
608,293,q16 (code writing - if),False,1,"System.out.println(""Enter an integer:"");
int num = input.nextInt();
 if (num / 2 != 0 && num > 100) {
   System.out.println(""good"");
 ) else if (num / 2 == 0 && 80 < num <= 100) {
 System.out.println(""ok"");
 ) else {
 System.out.println(""unsure"");
 }
",
609,294,q16 (code writing - if),False,1,"if(num % 2 != 0 && num > 100){
 System.out.println(""good"");
 }
else if (num % 2 ==0 && num > 80 && num <=100){
 System.out.println(""ok"");
 }
 else {
 System.out.println(""unsure"");
 }
",
610,295,q16 (code writing - if),False,1,"system.out.println(""Enter an integer: "");
 int num = input.nextInt();
 if (num % 2 != 0 && num > 100){
 System.out.println(""good"");
 }
 else if (num % 2 == 0 && num >= 80 && num < 100){
 System.out.println(""ok"");
 }
 else {
 system.out.println(""unsure "");
  }
",
611,296,q16 (code writing - if),False,1,"System.out.println(""Enter an integer:"");
 int num = input.nextInt();
 if ((num > 80)&&(num<=100)){
      num=num%2      if (num == 0)      System.out.println(""good"");
 }
 else {
 System.out.println(""unsure"");
 }
",
612,297,q16 (code writing - if),False,1,"if (number > 100 && number % 2 != 0) {
         System.out.println(""good"");
 }
 else if (number <= 100 && num > 80 && num % 2 =0) {
\ System.out.println(""ok"");
 }
 else {
     System.out.println(""unsure"");
 }
",
613,298,q16 (code writing - if),False,1,"if ( num % 2 != 0 && num > 100){
     System.out.println(""good"");
 else if ( num % 2 == 0 &&  num <= 100 && num > 80){
     System.out.println(""ok"");
 else {
     System.out.println(""unsure"");
 ",
614,299,q16 (code writing - if),False,1,"if (num%2 == 0)      system.out.println(""ok"");
 else if (num%2 == 1)      system.out.println(""good"");
 else      system.out.println(""unsure"")",
615,208,q16 (code writing - if),False,1,"if(num>=100){
 System.out.println(""good"");
 }
 else if(num%2==0 && num>=80 && num<100){
 System.out.println(""ok"");
 }
 else{
 System.out.println(""unsure"");
 }
",
616,209,q16 (code writing - if),False,1,"if ((num % 1) && (num > 100))? {
 ? ? System.out.print(""good"");
 }
 else if ((num %? 2) && (80 < num <= 100)) {
 ? ? System.out.print(""ok"");
 }
 else {
 System.out.print(""unsure"");
 }
",
617,210,q16 (code writing - if),False,1,"System.out.pritnln(""good:"");
 int num = input. next int(100)",
618,211,q16 (code writing - if),False,1,"if (num <= 80){
? ? System.out.println(""unsure"");
}
else if (num % 2 == 0 && num <= 100){
? ? System.out.println(""ok"");
}
else if (num % 2 != 0 && num > 100){
? ? System.out.println(""good"");
}
",
619,212,q16 (code writing - if),False,1,"for( int i =0) if (num%2!=0 && num >100) {
 System.out.print.ln(""good"");
 }
 Else if (num%2==0 && num > 80 && num =<100) {
 System.out.println(""ok"") }
 return (""unsure"");
 }
",
620,213,q16 (code writing - if),False,1,"int num=input.nextInt();
 if ((!num%2==0) && (num>100)) {
 System.out.println(""good"");
 }
 else if ((num%2==0)&&(num>80 && num<=100)) {
 System.out.println(""ok"");
 }
 else? {
 System.out.println(""unsure"");
 }
",
621,214,q16 (code writing - if),False,1,I don't know,
622,215,q16 (code writing - if),False,1,"System.out.println(""Enter an integer: "");
 if(num % 2 != 0 && num > 100){
 system.out.println(""good);
 }
 else if (num % 2 == 0 && num >= 80 && < 100){
 system.out.println(""ok"");
 }
 else {
 system.out.print(""unsure"");
 }
",
624,217,q16 (code writing - if),False,1,"public static void main(int input) {
 if(input > 100) {
 System.out.println(""Good"") }
 else if(input >= 80 && input <= 100) {
 System.out.print(""ok"") }
   else {
 System.out.print(""unsure"") }
 }
",
625,218,q16 (code writing - if),False,1,"if (num > 100 && num % 2 != 0) {
 System.out.println(""good"");
 }
 else if ((num > 80 && num <= 100) && num % 2 == 0) {
 System.out.println(""ok"");
 }
 else {
 System.out.println(""unsure"");
 }
",
626,219,q16 (code writing - if),False,1,"import java.util.Scanner{
System.out.println(""Enter an integer:"");
int num = input.nextInt();
 if((num % 2 == 0) && (num > 80) && (num <=100)){
? ?System.out.println(""ok"");
}
else if(num % 2 != 0){
? System.out.println(""good"");
}
else{
?System.out.println(""unsure"");
}
}
",
627,220,q16 (code writing - if),False,1,"System.out.println(""Enter an integer: "");
 int num = input.nextInt();
 if (num > 100) && (num % 2 != 0) {
 return ""good"";
 }
 else if (num > 80) && (num <= 100) {
 return ""ok"";
 }
 else {
 return ""unsure"";
 }
",
628,319,q16 (code writing - if),False,1,"System.out.println(""Enter an integer:"");
 int num = input.nextInt();
   if ((num % 2 != 0) && (num > 100)) {
 ? ? System.out.println(""good"");
 }
 else if ((num % 2 == 0) && ((num > 80) && (num < 101)) {
 ? ? System.out.println(""ok"");
 }
 else{
 ? ? System.out.println(""unsure"");
 }
",
629,320,q16 (code writing - if),False,1,unsure,
630,321,q16 (code writing - if),False,1,"if ((num>100) && (num%2>0) {
 ? ? ? ?System.out.println(""good"");
 }
 else if((num>80) && (num<100) && num%2==0)) {
 System.out.println(""ok"");
 }
 else {
 System.out.println(""unsure'');
 }
",
631,322,q16 (code writing - if),False,1,"if (num % 2 != 0 && num > 100) {
 System.out.println(""good"");
 }
 else if (num % 2 == 0 && num >= 80 && num System.out.println(""ok"");
 }
else{
 System.out.println(""unsure"");
 }
",
633,324,q16 (code writing - if),False,1,unsure,
634,325,q16 (code writing - if),False,1,"if(num% 2 != 0&& num > 100) {
 ? ? System.out.println(""good"");
 }
 else if (num % 2 == 0 && num < 100 && num >=80){
 ? ? System.out.println(""ok"");
 }
 else {
 ? ? ?System.out.println(""unsure"");
 }
",
635,326,q16 (code writing - if),False,1,"System.out.println(""Enter an integer:"");
 int num = input.nextInt();
",
637,328,q16 (code writing - if),False,1,"if (num %2 !0 && num > 100) {
 System.out.println(""good"");
 }
 else if(num %2 ==0 && num >= 80 && num < 100) {
 System.out.println(""ok"");
 }
 else{
 System.out.println(""unsure"");
 }
",
638,329,q16 (code writing - if),False,1,"if (num % 2!= 0 && num > 100){
? ? System.out.println(""good"") ? }
? else if (num % 2 == 0 && num >80 && num <100) {
 ?System.out.println(""ok"")",
639,330,q16 (code writing - if),False,1,"import java.util.Scanner;
 public static void main(String[] args) {
 if( i <=101);
 {
 System.out.println(""good"") {
 else if (80 < i > 100);
 {
 System.out.println(""ok"") {
 else System.out.println(""unsure"")   {
 Scanner sc = new Scanner(System.in);
 System.out.println(""Enter an integer: "");
 sc = nextLn();
 }
 }
 sc.close();
 }
 }
 }
 }
",
640,331,q16 (code writing - if),False,1,"if ( num % 2 != 0 && num > 100) {
 ? ? ?return ""good"";
 }
 else if ( num > 80 && num <= 100;
 {
 return ""ok"";
 }
 return ""unsure"";
",
642,333,q16 (code writing - if),False,1,"if (int num>100 %3) return good;
 else (if int num >80 || >=100 && %2) return ok;
",
643,334,q16 (code writing - if),False,1,"if(num % 2 == 1 && num > 100){
System.out.print(""good"");
 }
? else {
 if (num % 2 == 0 && num > 80 && num <= 100) {
 System.out.print(""ok"");
 }
? else {
 System.out.print(""unsure"");
 }
 }
",
644,335,q16 (code writing - if),False,1,"system.out.println(""enter an integer')",
